           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.199
19,7.2,0.75,6.45,,
20,7.2,0.87,6.33,,
21,6.5,0.3,6.2,,
22,5.7,0,5.7,,
23,5.1,0,5.1,,
24,5.6,0.6,5,,
25,3.9,0,3.9,,
26,4,0.18,3.82,,
27,3.8,0.05,3.75,,
28,3.8,0.13,3.67,,
29,3.4,0,3.4,,
30,3.4,0.07,3.33,,
1,3.5,0.23,3.27,,
2,4.5,1.29,3.21,,
3,4.3,1.14,3.16,,
4,4.2,1.09,3.11,,
5,3.5,0.45,3.05,,
6,3.5,0.51,2.99,,
7,3.5,0.56,2.94,,
8,3.1,0.22,2.88,,
9,3.5,0.67,2.83,,
10,3.5,0.72,2.78,,
11,3.1,0.37,2.73,,
12,2.5,0,2.5,,
13,2.5,0.05,2.45,,
14,2.5,0.1,2.4,,
15,1.9,0,1.9,,
16,2.1,0.24,1.86,,
17,2,0.17,1.83,,
18,2,0.21,1.79,,
19,2,0.24,1.76,,
20,2,0.27,1.73,,
21,2,0.3,1.7,,
22,2,0.34,1.66,,
23,1.8,0.17,1.63,,
24,1.5,0,1.5,,
25,2.2,0.72,1.48,,
26,2,0.55,1.45,,
27,1.6,0.18,1.42,,
28,1.3,0,1.3,,
29,1.4,0.12,1.28,,
30,1.3,0.05,1.25,,
31,1.3,0.07,1.23,,
1,1.3,0.1,1.2,,
2,1.3,0.12,1.18,,
3,1.3,0.14,1.16,,
4,1.2,0.07,1.13,,
5,1.2,0.09,1.11,,
6,1.1,0.01,1.09,,
7,1.1,0.03,1.07,,
8,1.1,0.05,1.05,,
9,1.1,0.07,1.03,,
10,1.1,0.09,1.01,,
11,1.1,0.11,0.99,,
12,1,0.03,0.97,,
13,1.1,0.15,0.95,,
14,1.1,0.17,0.93,,
15,0.9,0,0.9,,
16,1,0.12,0.88,,
17,1,0.13,0.87,,
18,1,0.15,0.85,,
19,1,0.17,0.83,,
20,1,0.18,0.82,,
21,1,0.19,0.81,,
22,0.8,0.01,0.79,,
23,1,0.22,0.78,,
24,0.7,0,0.7,,
25,1.4,0.71,0.69,,
26,1.4,0.72,0.68,,
27,1.4,0.72,0.68,,
28,1.3,0.63,0.67,,
29,1.2,0.54,0.66,,
30,2.2,1.54,0.66,,
1,0.7,0.05,0.65,,
2,0.7,0.06,0.64,,
3,0.7,0.08,0.62,,
4,0.7,0.09,0.61,,
5,0.7,0.1,0.6,,
6,0.7,0.11,0.59,,
7,0.7,0.12,0.58,,
8,0.7,0.13,0.57,,
9,0.7,0.14,0.56,,
10,0.7,0.15,0.55,,
11,0.7,0.16,0.54,,
12,0.7,0.17,0.53,,
13,0.7,0.18,0.52,,
14,0.7,0.19,0.51,,
15,0.7,0.2,0.5,,
16,0.7,0.2,0.5,,
17,0.7,0.21,0.49,,
18,0.8,0.32,0.48,,
19,0.6,0.13,0.47,,
20,0.6,0.14,0.46,,
21,0.6,0.14,0.46,,
22,0.6,0.15,0.45,,
23,0.6,0.16,0.44,,
24,0.6,0.17,0.43,,
25,0.6,0.17,0.43,,
26,0.9,0.48,0.42,,
27,0.7,0.28,0.42,,
28,0.7,0.29,0.41,,
29,0.7,0.3,0.4,,
30,0.7,0.3,0.4,,
31,0.7,0.31,0.39,,
1,0.7,0.31,0.39,,
2,0.7,0.32,0.38,,
3,0.6,0.22,0.38,,
4,0.7,0.33,0.37,,
5,0.7,0.33,0.37,,
6,0.7,0.34,0.36,,
7,0.7,0.34,0.36,,
8,0.7,0.34,0.36,,
9,0.6,0.25,0.35,,
10,0.6,0.25,0.35,,
11,0.7,0.36,0.34,,
12,2.7,2.34,0.36,,
13,1.2,0.84,0.36,,
14,1,0.65,0.35,,
15,1.1,0.75,0.35,,
16,1,0.65,0.35,,
17,1,0.65,0.35,,
18,1,0.65,0.35,,
19,1,0.65,0.35,,
20,0.9,0.55,0.35,,
21,0.9,0.56,0.34,,
22,0.9,0.56,0.34,,
23,0.9,0.56,0.34,,
24,0.9,0.56,0.34,,
25,0.9,0.56,0.34,,
26,0.9,0.56,0.34,,
27,0.9,0.57,0.33,,
28,0.9,0.57,0.33,,
29,0.7,0.37,0.33,,
30,0.7,0.38,0.32,,
31,0.7,0.38,0.32,,
1,0.7,0.38,0.32,,
2,0.7,0.38,0.32,,
3,0.7,0.39,0.31,,
4,0.7,0.39,0.31,,
5,0.7,0.39,0.31,,
6,0.7,0.4,0.3,,
7,0.7,0.4,0.3,,
8,0.7,0.4,0.3,,
9,0.7,0.4,0.3,,
10,0.7,0.41,0.29,,
11,0.7,0.41,0.29,,
12,0.6,0.31,0.29,,
13,0.7,0.41,0.29,,
14,0.6,0.32,0.28,,
15,0.6,0.32,0.28,,
16,0.6,0.32,0.28,,
17,0.6,0.32,0.28,,
18,3.2,2.9,0.3,,
19,2.3,1.99,0.31,,
20,2.2,1.88,0.32,,
21,1.3,0.98,0.32,,
22,1.3,0.98,0.32,,
23,1.3,0.98,0.32,,
24,2.4,2.06,0.34,,
25,1.2,0.86,0.34,,
26,1.1,0.76,0.34,,
27,1,0.66,0.34,,
28,1.2,0.86,0.34,,
1,1.6,1.26,0.34,,
2,1.6,1.25,0.35,,
3,1.6,1.25,0.35,,
4,1.5,1.15,0.35,,
5,1.4,1.05,0.35,,
6,1.3,0.94,0.36,,
7,1.3,0.94,0.36,,
8,1.4,1.04,0.36,,
9,1.3,0.94,0.36,,
10,1.2,0.84,0.36,,
11,1.3,0.94,0.36,,
12,1.3,0.94,0.36,,
13,1.2,0.84,0.36,,
14,1.2,0.84,0.36,,
15,1.2,0.84,0.36,,
16,1.2,0.84,0.36,,
17,1.2,0.84,0.36,,
18,1.2,0.84,0.36,,
19,1.2,0.84,0.36,,
20,1.2,0.84,0.36,,
21,1.2,0.84,0.36,,
22,1.2,0.84,0.36,,
23,1.2,0.84,0.36,,
24,1.2,0.84,0.36,,
25,1.2,0.84,0.36,,
26,1.2,0.84,0.36,,
27,1.2,0.84,0.36,,
28,1.2,0.84,0.36,,
29,1.2,0.84,0.36,,
30,1.2,0.84,0.36,,
31,1.2,0.84,0.36,,
1,1.2,0.84,0.36,,
2,1.2,0.84,0.36,,
3,1.2,0.84,0.36,,
4,1.2,0.84,0.36,,
5,1.2,0.84,0.36,,
6,1.2,0.84,0.36,,
7,1.2,0.84,0.36,,
8,1.2,0.84,0.36,,
9,1.1,0.74,0.36,,
10,1.1,0.74,0.36,,
11,1.1,0.74,0.36,,
12,1.1,0.74,0.36,,
13,1.1,0.74,0.36,,
14,1.2,0.84,0.36,,
15,1.2,0.84,0.36,,
16,1.2,0.84,0.36,,
17,1.2,0.84,0.36,,
18,1.2,0.84,0.36,,
19,1.1,0.74,0.36,,
20,1.1,0.74,0.36,,
21,1.1,0.74,0.36,,
22,1.1,0.74,0.36,,
23,1.1,0.74,0.36,,
24,1.1,0.74,0.36,,
25,1.1,0.74,0.36,,
26,1.1,0.74,0.36,,
27,1.1,0.74,0.36,,
28,1.1,0.75,0.35,,
29,1.1,0.75,0.35,,
30,1.1,0.75,0.35,,
1,1.1,0.75,0.35,,
2,1.1,0.75,0.35,,
3,1.1,0.75,0.35,,
4,1.1,0.75,0.35,,
5,1.1,0.75,0.35,,
6,1.1,0.75,0.35,,
7,1.1,0.75,0.35,,
8,1.1,0.75,0.35,,
9,1.1,0.75,0.35,,
10,1.1,0.75,0.35,,
11,1.1,0.75,0.35,,
12,1.1,0.75,0.35,,
13,1.1,0.75,0.35,,
14,1.1,0.75,0.35,,
15,1.1,0.75,0.35,,
16,1.3,0.95,0.35,,
17,1.3,0.95,0.35,,
18,1.2,0.85,0.35,,
19,0.5,0.16,0.34,,
20,0.5,0.16,0.34,,
21,0.5,0.17,0.33,,
22,0.5,0.17,0.33,,
23,0.4,0.08,0.32,,
24,0.4,0.08,0.32,,
25,0.4,0.09,0.31,,
26,0.4,0.09,0.31,,
27,0.4,0.1,0.3,,
28,0.4,0.1,0.3,,
29,0.4,0.11,0.29,,
30,0.4,0.11,0.29,,
31,0.4,0.12,0.28,,
1,1.5,1.21,0.29,,
2,1.5,1.21,0.29,,
3,1.5,1.2,0.3,,
4,1.5,1.2,0.3,,
5,1.5,1.19,0.31,,
6,1.5,1.19,0.31,,
7,1.5,1.19,0.31,,
8,1.5,1.18,0.32,,
9,1.5,1.18,0.32,,
10,1.55,1.22,0.33,,
11,1.6,1.27,0.33,,
12,1.6,1.26,0.34,,
13,1.6,1.26,0.34,,
14,1.55,1.21,0.34,,
15,1.56,1.21,0.35,,
16,1.56,1.21,0.35,,
17,1.5,1.15,0.35,,
18,1.56,1.2,0.36,,
19,1.5,1.14,0.36,,
20,1.5,1.14,0.36,,
21,1.68,1.31,0.37,,
22,1.6,1.23,0.37,,
23,1.6,1.23,0.37,,
24,1.6,1.22,0.38,,
25,1.56,1.18,0.38,,
26,1.5,1.12,0.38,,
27,1.5,1.12,0.38,,
28,1.5,1.11,0.39,,
29,1.56,1.17,0.39,,
30,1.56,1.17,0.39,,
1,5,4.58,0.42,,
2,13,12.48,0.52,,
3,30,29.23,0.77,,
4,30,28.99,1.01,,
5,12,10.91,1.09,,
6,4.95,3.85,1.1,,
7,4.63,3.52,1.11,,
8,10,8.84,1.16,,
9,10,8.78,1.22,,
10,65,63.25,1.75,,
11,12.5,10.69,1.81,,
12,62.2,59.9,2.3,,
13,24.63,22.19,2.44,,
14,24.52,21.93,2.59,,
15,14.23,11.59,2.64,,
16,10.7,8.04,2.66,,
17,5.09,2.47,2.62,,
18,4.59,2,2.59,,
19,4.29,1.74,2.55,,
20,3.87,1.36,2.51,,
21,12.93,10.38,2.55,,
22,9.89,7.32,2.57,,
23,7.1,4.54,2.56,,
24,5.77,3.24,2.53,,
25,5.97,3.46,2.51,,
26,4.86,2.38,2.48,,
27,3.95,1.5,2.45,,
28,12.84,10.35,2.49,,
29,26.87,24.22,2.65,,
30,14.26,11.56,2.7,,
31,9.71,7,2.71,,
1,6.45,3.76,2.69,,
2,4,1.36,2.64,,
3,3.99,1.39,2.6,,
4,4.12,1.55,2.57,,
5,4.02,1.49,2.53,,
6,5.84,3.33,2.51,,
7,5.09,2.61,2.48,,
8,12.11,9.6,2.51,,
9,6,3.51,2.49,,
10,3.88,1.42,2.46,,
11,3.09,0.68,2.41,,
12,2.8,0.43,2.37,,
13,2.33,0.01,2.32,,
14,21.98,19.53,2.45,,
15,1.74,0,1.74,,
16,6.62,4.87,1.75,,
17,8.11,6.34,1.77,,
18,6.38,4.61,1.77,,
19,10.66,8.84,1.82,,
20,9.71,7.86,1.85,,
21,10.51,8.62,1.89,,
22,5.93,4.04,1.89,,
23,7,5.11,1.89,,
24,5.98,4.09,1.89,,
25,8.87,6.96,1.91,,
26,8.07,6.14,1.93,,
27,5.49,3.57,1.92,,
28,56.74,54.38,2.36,,
29,107.6,104.37,3.23,,
30,53,49.4,3.6,,
31,46.35,42.45,3.9,,
1,21.54,17.56,3.98,,
2,18.42,14.4,4.02,,
3,16.67,12.62,4.05,,
4,16.24,12.16,4.08,,
5,10.91,6.85,4.06,,
6,7.94,3.93,4.01,,
7,10.77,6.78,3.99,,
8,43.24,38.99,4.25,,
9,94.16,89.21,4.95,,
10,53.56,48.29,5.27,,
11,31.26,25.86,5.4,,
12,33.21,27.68,5.53,,
13,18,12.47,5.53,,
14,14.9,9.4,5.5,,
15,39.66,33.97,5.69,,
16,189,181.83,7.17,,
17,367,356.84,10.16,,
18,34.73,24.56,10.17,,
19,32.26,22.1,10.16,,
20,117.8,106.9,10.9,,
21,58.19,47.1,11.09,,
22,22.15,11.18,10.97,,
23,19.73,8.9,10.83,,
24,16.23,5.57,10.66,,
25,14.42,3.94,10.48,,
26,10.56,0.28,10.28,,
27,10.7,0.62,10.08,,
28,9.52,0,9.52,,
29,8.13,0,8.13,,
30,7.51,0,7.51,,
1,7.72,0.36,7.36,,
2,8,0.78,7.22,,
3,5.62,0,5.62,,
4,5.49,0,5.49,,
5,7.59,2.19,5.4,,
6,8.67,3.35,5.32,,
7,29.19,23.77,5.42,,
8,16.08,10.67,5.41,,
9,12.15,6.79,5.36,,
10,8.98,3.7,5.28,,
11,8,2.8,5.2,,
12,6.55,1.44,5.11,,
13,5.73,0.71,5.02,,
14,6.4,1.47,4.93,,
15,6.15,1.31,4.84,,
16,5.29,0.54,4.75,,
17,5.03,0.37,4.66,,
18,6,1.42,4.58,,
19,5.47,0.98,4.49,,
20,5.3,0.89,4.41,,
21,5.06,0.73,4.33,,
22,4.81,0.56,4.25,,
23,4.63,0.46,4.17,,
24,5.02,0.93,4.09,,
25,4.2,0.19,4.01,,
26,3.3,0,3.3,,
27,3.08,0,3.08,,
28,3.36,0.34,3.02,,
29,3.28,0.32,2.96,,
30,3.26,0.35,2.91,,
31,2.7,0,2.7,,
1,5,2.33,2.67,,
2,2.62,0.01,2.61,,
3,2.15,0,2.15,,
4,2.1,0,2.1,,
5,3,0.93,2.07,,
6,1.85,0,1.85,,
7,1.79,0,1.79,,
8,2,0.24,1.76,,
9,1.7,0,1.7,,
10,1.84,0.17,1.67,,
11,1.66,0.03,1.63,,
12,1.77,0.17,1.6,,
13,1.7,0.13,1.57,,
14,1.59,0.05,1.54,,
15,1.55,0.04,1.51,,
16,1.61,0.13,1.48,,
17,1.43,0,1.43,,
18,1.44,0.04,1.4,,
19,2.37,0.99,1.38,,
20,13.98,12.52,1.46,,
21,11.16,9.64,1.52,,
22,3,1.5,1.5,,
23,3.45,1.96,1.49,,
24,3.02,1.55,1.47,,
25,2.41,0.96,1.45,,
26,2.13,0.7,1.43,,
27,1.98,0.57,1.41,,
28,1.62,0.24,1.38,,
29,1.55,0.2,1.35,,
30,1.39,0.06,1.33,,
1,1.51,0.21,1.3,,
2,1.44,0.16,1.28,,
3,1.42,0.17,1.25,,
4,1.44,0.21,1.23,,
5,1.34,0.13,1.21,,
6,1.19,0.01,1.18,,
7,1.19,0.03,1.16,,
8,1.12,0,1.12,,
9,1.02,0,1.02,,
10,1.05,0.05,1,,
11,1.19,0.21,0.98,,
12,1.1,0.14,0.96,,
13,1.1,0.15,0.95,,
14,1.01,0.08,0.93,,
15,0.93,0.02,0.91,,
16,1.01,0.12,0.89,,
17,1.01,0.13,0.88,,
18,1.05,0.19,0.86,,
19,1.05,0.21,0.84,,
20,1.05,0.22,0.83,,
21,1.05,0.24,0.81,,
22,1.01,0.21,0.8,,
23,0.93,0.14,0.79,,
24,1.01,0.24,0.77,,
25,1.01,0.25,0.76,,
26,1.01,0.26,0.75,,
27,0.93,0.2,0.73,,
28,1.01,0.29,0.72,,
29,1.01,0.3,0.71,,
30,0.96,0.26,0.7,,
31,0.9,0.22,0.68,,
1,0.83,0.16,0.67,,
2,0.8,0.14,0.66,,
3,0.8,0.15,0.65,,
4,0.74,0.1,0.64,,
5,0.74,0.12,0.62,,
6,0.69,0.08,0.61,,
7,0.65,0.05,0.6,,
8,0.67,0.08,0.59,,
9,0.73,0.15,0.58,,
10,0.71,0.14,0.57,,
11,0.69,0.13,0.56,,
12,0.66,0.11,0.55,,
13,2.48,1.93,0.55,,
14,12.73,12.08,0.65,,
15,7.59,6.89,0.7,,
16,2.04,1.35,0.69,,
17,1.8,1.11,0.69,,
18,1.81,1.12,0.69,,
19,1.48,0.8,0.68,,
20,1.46,0.79,0.67,,
21,1.35,0.68,0.67,,
22,1.01,0.35,0.66,,
23,1.13,0.48,0.65,,
24,1.01,0.37,0.64,,
25,1.15,0.52,0.63,,
26,1.1,0.48,0.62,,
27,1.04,0.43,0.61,,
28,1.2,0.6,0.6,,
29,1.12,0.52,0.6,,
30,1.05,0.46,0.59,,
31,1.01,0.43,0.58,,
1,0.98,0.41,0.57,,
2,0.96,0.39,0.57,,
3,0.9,0.34,0.56,,
4,0.88,0.33,0.55,,
5,0.9,0.36,0.54,,
6,0.78,0.25,0.53,,
7,0.74,0.22,0.52,,
8,0.74,0.22,0.52,,
9,0.76,0.25,0.51,,
10,0.74,0.24,0.5,,
11,0.77,0.28,0.49,,
12,0.34,0,0.34,,
13,0.8,0.46,0.34,,
14,0.81,0.48,0.33,,
15,0.82,0.49,0.33,,
16,0.83,0.5,0.33,,
17,0.85,0.52,0.33,,
18,0.7,0.38,0.32,,
19,0.76,0.44,0.32,,
20,0.7,0.38,0.32,,
21,0.67,0.35,0.32,,
22,0.71,0.4,0.31,,
23,0.65,0.34,0.31,,
24,0.59,0.28,0.31,,
25,0.67,0.37,0.3,,
26,0.63,0.33,0.3,,
27,0.65,0.35,0.3,,
28,1.47,1.17,0.3,,
29,1.68,1.37,0.31,,
1,0.86,0.55,0.31,,
2,0.7,0.4,0.3,,
3,0.63,0.33,0.3,,
4,0.63,0.33,0.3,,
5,0.51,0.22,0.29,,
6,0.49,0.2,0.29,,
7,0.47,0.19,0.28,,
8,0.48,0.2,0.28,,
9,0.54,0.26,0.28,,
10,0.46,0.19,0.27,,
11,0.59,0.32,0.27,,
12,0.48,0.21,0.27,,
13,0.49,0.23,0.26,,
14,0.5,0.24,0.26,,
15,0.49,0.23,0.26,,
16,0.41,0.16,0.25,,
17,0.5,0.25,0.25,,
18,0.48,0.23,0.25,,
19,0.47,0.22,0.25,,
20,0.48,0.24,0.24,,
21,0.49,0.25,0.24,,
22,0.54,0.3,0.24,,
23,0.48,0.25,0.23,,
24,0.52,0.29,0.23,,
25,0.52,0.29,0.23,,
26,0.51,0.28,0.23,,
27,0.51,0.28,0.23,,
28,0.51,0.29,0.22,,
29,0.49,0.27,0.22,,
30,0.48,0.26,0.22,,
31,0.48,0.26,0.22,,
1,0.45,0.23,0.22,,
2,0.46,0.25,0.21,,
3,0.45,0.24,0.21,,
4,0.44,0.23,0.21,,
5,0.45,0.24,0.21,,
6,0.47,0.26,0.21,,
7,0.45,0.25,0.2,,
8,0.45,0.25,0.2,,
9,0.45,0.25,0.2,,
10,0.45,0.25,0.2,,
11,0.4,0.2,0.2,,
12,0.41,0.22,0.19,,
13,0.46,0.27,0.19,,
14,0.43,0.24,0.19,,
15,0.43,0.24,0.19,,
16,0.42,0.23,0.19,,
17,0.42,0.23,0.19,,
18,0.42,0.24,0.18,,
19,0.42,0.24,0.18,,
20,0.41,0.23,0.18,,
21,0.38,0.2,0.18,,
22,0.38,0.2,0.18,,
23,0.41,0.23,0.18,,
24,0.39,0.22,0.17,,
25,0.37,0.2,0.17,,
26,0.38,0.21,0.17,,
27,0.37,0.2,0.17,,
28,0.38,0.21,0.17,,
29,0.36,0.19,0.17,,
30,0.38,0.22,0.16,,
1,0.38,0.22,0.16,,
2,0.39,0.23,0.16,,
3,0.37,0.21,0.16,,
4,0.34,0.18,0.16,,
5,0.35,0.19,0.16,,
6,0.34,0.18,0.16,,
7,0.33,0.18,0.15,,
8,0.35,0.2,0.15,,
9,0.35,0.2,0.15,,
10,0.35,0.2,0.15,,
11,0.34,0.19,0.15,,
12,0.33,0.18,0.15,,
13,0.34,0.19,0.15,,
14,0.34,0.2,0.14,,
15,0.34,0.2,0.14,,
16,0.33,0.19,0.14,,
17,0.34,0.2,0.14,,
18,0.34,0.2,0.14,,
19,0.34,0.2,0.14,,
20,0.33,0.19,0.14,,
21,0.34,0.2,0.14,,
22,0.34,0.2,0.14,,
23,0.34,0.2,0.14,,
24,0.34,0.21,0.13,,
25,0.33,0.2,0.13,,
26,0.34,0.21,0.13,,
27,0.34,0.21,0.13,,
28,0.33,0.2,0.13,,
29,0.33,0.2,0.13,,
30,0.33,0.2,0.13,,
31,0.33,0.2,0.13,,
1,0.33,0.2,0.13,,
2,0.33,0.2,0.13,,
3,0.3,0.17,0.13,,
4,0.3,0.18,0.12,,
5,0.3,0.18,0.12,,
6,0.34,0.22,0.12,,
7,0.33,0.21,0.12,,
8,0.33,0.21,0.12,,
9,0.33,0.21,0.12,,
10,0.32,0.2,0.12,,
11,0.31,0.19,0.12,,
12,0.3,0.18,0.12,,
13,0.29,0.17,0.12,,
14,0.33,0.21,0.12,,
15,0.33,0.21,0.12,,
16,0.35,0.23,0.12,,
17,0.35,0.23,0.12,,
18,0.31,0.19,0.12,,
19,0.36,0.24,0.12,,
20,0.35,0.23,0.12,,
21,0.34,0.22,0.12,,
22,0.34,0.23,0.11,,
23,0.48,0.36,0.12,,
24,0.98,0.86,0.12,,
25,0.84,0.72,0.12,,
26,2.05,1.91,0.14,,
27,45.88,45.35,0.53,,
28,295,291.91,3.09,,
29,42,38.64,3.36,,
30,15.85,12.44,3.41,,
1,36.43,32.8,3.63,,
2,10.85,7.23,3.62,,
3,95.02,90.68,4.34,,
4,121.2,115.93,5.27,,
5,41.68,36.2,5.48,,
6,51.54,45.77,5.77,,
7,26.72,20.88,5.84,,
8,20.27,14.42,5.85,,
9,123.4,116.64,6.76,,
10,210,201.61,8.39,,
11,84.63,75.74,8.89,,
12,224.2,213.61,10.59,,
13,215.5,203.34,12.16,,
14,376,360.92,15.08,,
15,103.9,88.34,15.56,,
16,55.61,40.01,15.6,,
17,67.9,52.16,15.74,,
18,50.97,35.23,15.74,,
19,131.3,114.87,16.43,,
20,51.68,35.27,16.41,,
21,36.63,20.37,16.26,,
22,38.6,22.46,16.14,,
23,45.41,29.34,16.07,,
24,33.81,17.9,15.91,,
25,30.23,14.51,15.72,,
26,40.92,25.3,15.62,,
27,57.98,42.3,15.68,,
28,38.86,23.29,15.57,,
29,32.72,17.31,15.41,,
30,27,11.79,15.21,,
31,21.72,6.76,14.96,,
1,62.85,47.77,15.08,,
2,230,213.35,16.65,,
3,111.1,93.95,17.15,,
4,1200,1172.9,27.1,,
5,204.5,176.4,28.1,,
6,120,91.65,28.35,,
7,72.16,43.99,28.17,,
8,48,20.22,27.78,,
9,46.31,18.92,27.39,,
10,42.84,15.86,26.98,,
11,49.44,22.8,26.64,,
12,39.19,12.97,26.22,,
13,34.71,8.93,25.78,,
14,29.79,4.49,25.3,,
15,21,0,21,,
16,21.73,1.14,20.59,,
17,19.43,0,19.43,,
18,40.96,21.73,19.23,,
19,38.96,19.94,19.02,,
20,59.34,40.34,19,,
21,34.38,15.63,18.75,,
22,110.6,91.42,19.18,,
23,338.3,316.72,21.58,,
24,129.3,107.21,22.09,,
25,99.38,77.06,22.32,,
26,52.86,30.72,22.14,,
27,48.06,26.13,21.93,,
28,46.97,25.26,21.71,,
29,38.19,16.76,21.43,,
30,32.4,11.3,21.1,,
31,41.54,20.68,20.86,,
1,27.76,7.26,20.5,,
2,25.21,5.07,20.14,,
3,43.94,23.99,19.95,,
4,32.33,12.67,19.66,,
5,28.99,9.64,19.35,,
6,30.93,11.86,19.07,,
7,23.47,4.74,18.73,,
8,18.82,0.46,18.36,,
9,16.51,0,16.51,,
10,20.33,4.11,16.22,,
11,49.31,33.13,16.18,,
12,21.97,6.06,15.91,,
13,19.48,3.85,15.63,,
14,15.83,0.51,15.32,,
15,14.88,0,14.88,,
16,16.28,1.68,14.6,,
17,22.46,8.08,14.38,,
18,22.84,8.68,14.16,,
19,17.73,3.82,13.91,,
20,21.22,7.52,13.7,,
21,52.59,38.82,13.77,,
22,19.65,6.1,13.55,,
23,16.96,3.65,13.31,,
24,15.78,2.71,13.07,,
25,12.28,0,12.28,,
26,12.39,0.35,12.04,,
27,11.35,0,11.35,,
28,11,0,11,,
29,44.47,33.4,11.07,,
30,16.46,5.56,10.9,,
1,13.86,3.15,10.71,,
2,12.5,1.99,10.51,,
3,16.65,6.29,10.36,,
4,20.5,10.26,10.24,,
5,16.7,6.61,10.09,,
6,14.9,4.96,9.94,,
7,13.38,3.61,9.77,,
8,11.82,2.23,9.59,,
9,9.4,0,9.4,,
10,9.42,0.21,9.21,,
11,4.78,0,4.78,,
12,4.66,0,4.66,,
13,4.89,0.32,4.57,,
14,4.6,0.12,4.48,,
15,4.38,0,4.38,,
16,4.2,0,4.2,,
17,4.41,0.29,4.12,,
18,4.41,0.37,4.04,,
19,4.61,0.65,3.96,,
20,4.2,0.31,3.89,,
21,3.94,0.13,3.81,,
22,3.83,0.09,3.74,,
23,3.61,0,3.61,,
24,3.38,0,3.38,,
25,3.26,0,3.26,,
26,3.07,0,3.07,,
27,3,0,3,,
28,2.97,0.03,2.94,,
29,2.99,0.11,2.88,,
30,2.85,0.03,2.82,,
31,2.72,0,2.72,,
1,2.49,0,2.49,,
2,2.63,0.19,2.44,,
3,2.55,0.16,2.39,,
4,2.54,0.19,2.35,,
5,2.68,0.38,2.3,,
6,2.51,0.25,2.26,,
7,2.2,0,2.2,,
8,2.2,0.04,2.16,,
9,2.19,0.08,2.11,,
10,2.08,0.01,2.07,,
11,2.05,0.02,2.03,,
12,2,0.01,1.99,,
13,1.19,0,1.19,,
14,1.18,0.01,1.17,,
15,1.15,0.01,1.14,,
16,1.15,0.03,1.12,,
17,1.14,0.04,1.1,,
18,1.15,0.07,1.08,,
19,1.16,0.1,1.06,,
20,1,0,1,,
21,0.99,0.01,0.98,,
22,0.96,0,0.96,,
23,1,0.06,0.94,,
24,1.04,0.12,0.92,,
25,1.02,0.11,0.91,,
26,0.88,0,0.88,,
27,0.82,0,0.82,,
28,0.77,0,0.77,,
29,0.77,0.02,0.75,,
30,0.76,0.02,0.74,,
1,0.75,0.02,0.73,,
2,0.73,0.02,0.71,,
3,0.74,0.04,0.7,,
4,0.73,0.05,0.68,,
5,0.7,0.03,0.67,,
6,0.68,0.02,0.66,,
7,0.75,0.11,0.64,,
8,0.7,0.07,0.63,,
9,0.69,0.07,0.62,,
10,0.68,0.07,0.61,,
11,0.66,0.06,0.6,,
12,0.64,0.05,0.59,,
13,0.65,0.08,0.57,,
14,0.63,0.07,0.56,,
15,0.66,0.11,0.55,,
16,0.67,0.13,0.54,,
17,0.67,0.14,0.53,,
18,0.61,0.09,0.52,,
19,0.57,0.06,0.51,,
20,0.65,0.15,0.5,,
21,0.7,0.2,0.5,,
22,0.67,0.18,0.49,,
23,0.64,0.16,0.48,,
24,0.55,0.08,0.47,,
25,0.56,0.1,0.46,,
26,0.56,0.11,0.45,,
27,0.53,0.08,0.45,,
28,0.61,0.17,0.44,,
29,0.55,0.12,0.43,,
30,0.55,0.13,0.42,,
31,0.53,0.11,0.42,,
1,0.53,0.12,0.41,,
2,0.53,0.13,0.4,,
3,0.56,0.17,0.39,,
4,0.59,0.2,0.39,,
5,0.51,0.13,0.38,,
6,0.55,0.17,0.38,,
7,0.54,0.17,0.37,,
8,0.53,0.17,0.36,,
9,0.52,0.16,0.36,,
10,0.54,0.19,0.35,,
11,0.61,0.26,0.35,,
12,0.54,0.2,0.34,,
13,0.48,0.14,0.34,,
14,0.48,0.15,0.33,,
15,0.48,0.15,0.33,,
16,0.48,0.16,0.32,,
17,0.47,0.15,0.32,,
18,0.47,0.16,0.31,,
19,0.47,0.16,0.31,,
20,0.47,0.17,0.3,,
21,0.47,0.17,0.3,,
22,0.47,0.18,0.29,,
23,0.47,0.18,0.29,,
24,0.47,0.19,0.28,,
25,0.47,0.19,0.28,,
26,0.47,0.19,0.28,,
27,0.47,0.2,0.27,,
28,0.47,0.2,0.27,,
29,0.47,0.2,0.27,,
30,0.47,0.21,0.26,,
31,0.47,0.21,0.26,,
1,0.44,0.19,0.25,,
2,0.43,0.18,0.25,,
3,0.42,0.17,0.25,,
4,0.41,0.17,0.24,,
5,0.41,0.17,0.24,,
6,0.4,0.16,0.24,,
7,0.4,0.17,0.23,,
8,0.4,0.17,0.23,,
9,0.41,0.18,0.23,,
10,0.41,0.18,0.23,,
11,0.42,0.2,0.22,,
12,0.46,0.24,0.22,,
13,0.47,0.25,0.22,,
14,0.43,0.21,0.22,,
15,0.47,0.26,0.21,,
16,0.46,0.25,0.21,,
17,0.48,0.27,0.21,,
18,0.48,0.27,0.21,,
19,0.48,0.27,0.21,,
20,0.48,0.28,0.2,,
