           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.199
7,0.6,0.33,0.27,,
8,0.7,0.43,0.27,,
9,0.6,0.33,0.27,,
10,0.6,0.33,0.27,,
11,0.7,0.43,0.27,,
12,0.6,0.34,0.26,,
13,0.6,0.34,0.26,,
14,0.6,0.34,0.26,,
15,0.6,0.34,0.26,,
16,0.6,0.35,0.25,,
17,0.7,0.45,0.25,,
18,0.6,0.35,0.25,,
19,0.6,0.35,0.25,,
20,0.6,0.35,0.25,,
21,0.6,0.35,0.25,,
22,0.6,0.36,0.24,,
23,0.6,0.36,0.24,,
24,0.6,0.36,0.24,,
25,0.6,0.36,0.24,,
26,0.6,0.36,0.24,,
27,0.7,0.46,0.24,,
28,0.7,0.46,0.24,,
29,0.5,0.27,0.23,,
30,0.6,0.37,0.23,,
1,0.6,0.37,0.23,,
2,0.6,0.37,0.23,,
3,0.6,0.37,0.23,,
4,0.6,0.37,0.23,,
5,0.6,0.37,0.23,,
6,0.5,0.28,0.22,,
7,0.6,0.38,0.22,,
8,0.5,0.28,0.22,,
9,0.5,0.28,0.22,,
10,0.6,0.38,0.22,,
11,0.6,0.38,0.22,,
12,0.5,0.29,0.21,,
13,0.5,0.29,0.21,,
14,0.5,0.29,0.21,,
15,0.5,0.29,0.21,,
16,0.5,0.29,0.21,,
17,0.5,0.29,0.21,,
18,0.5,0.3,0.2,,
19,0.5,0.3,0.2,,
20,0.5,0.3,0.2,,
21,0.5,0.3,0.2,,
22,0.5,0.3,0.2,,
23,0.5,0.3,0.2,,
24,0.5,0.3,0.2,,
25,0.5,0.31,0.19,,
26,0.5,0.31,0.19,,
27,0.5,0.31,0.19,,
28,0.5,0.31,0.19,,
29,0.5,0.31,0.19,,
30,0.5,0.31,0.19,,
31,0.5,0.31,0.19,,
1,0.5,0.31,0.19,,
2,0.5,0.31,0.19,,
3,0.5,0.31,0.19,,
4,0.6,0.41,0.19,,
5,0.6,0.41,0.19,,
6,0.6,0.41,0.19,,
7,0.6,0.42,0.18,,
8,0.6,0.42,0.18,,
9,0.6,0.42,0.18,,
10,19,18.66,0.34,,
11,1.2,0.85,0.35,,
12,1,0.66,0.34,,
13,0.9,0.56,0.34,,
14,0.8,0.46,0.34,,
15,0.9,0.56,0.34,,
16,0.7,0.37,0.33,,
17,0.7,0.37,0.33,,
18,0.7,0.37,0.33,,
19,0.7,0.38,0.32,,
20,0.7,0.38,0.32,,
21,0.7,0.38,0.32,,
22,0.6,0.29,0.31,,
23,0.7,0.39,0.31,,
24,0.6,0.29,0.31,,
25,0.6,0.3,0.3,,
26,0.5,0.2,0.3,,
27,0.7,0.4,0.3,,
28,0.7,0.41,0.29,,
29,0.6,0.31,0.29,,
30,4.05,3.73,0.32,,
1,7.5,7.13,0.37,,
2,0.6,0.23,0.37,,
3,0.9,0.53,0.37,,
4,7.5,7.08,0.42,,
5,37.8,37.06,0.74,,
6,35.7,34.67,1.03,,
7,23.2,22,1.2,,
8,17.5,16.18,1.32,,
9,4.2,2.88,1.32,,
10,2.9,1.6,1.3,,
11,2,0.71,1.29,,
12,1.8,0.54,1.26,,
13,1.6,0.36,1.24,,
14,1.5,0.28,1.22,,
15,34,32.52,1.48,,
16,42.5,40.69,1.81,,
17,11.9,10.04,1.86,,
18,8.2,6.32,1.88,,
19,39,36.84,2.16,,
20,9.4,7.22,2.18,,
21,6.3,4.12,2.18,,
22,20,17.71,2.29,,
23,3.4,1.15,2.25,,
24,3,0.79,2.21,,
25,2.6,0.43,2.17,,
26,2.5,0.37,2.13,,
27,1.8,0,1.8,,
28,1.8,0.04,1.76,,
29,13,11.17,1.83,,
30,1.2,0,1.2,,
31,1.3,0.12,1.18,,
1,1.2,0.05,1.15,,
2,10,8.79,1.21,,
3,3520,3488.2,31.8,,
4,149,116.81,32.19,,
5,67,35.15,31.85,,
6,35.5,4.25,31.25,,
7,27.7,0,27.7,,
8,25.3,0,25.3,,
9,41.9,16.96,24.94,,
10,410,382.2,27.8,,
11,96,68.16,27.84,,
12,59.5,31.94,27.56,,
13,34.6,7.52,27.08,,
14,27.2,0.66,26.54,,
15,46.5,20.31,26.19,,
16,1454,1415.91,38.09,,
17,1109.6,1062.94,46.66,,
18,6500,6398.12,101.88,,
19,590,485.89,104.11,,
20,200,97.12,102.88,,
21,189,87.41,101.59,,
22,149.6,49.61,99.99,,
23,123.7,25.48,98.22,,
24,985.8,881.81,103.99,,
25,196.8,94.06,102.74,,
26,112.5,11.71,100.79,,
27,93.6,0,93.6,,
28,79.1,0,79.1,,
29,61.9,0,61.9,,
30,57,0,57,,
31,49.3,0,49.3,,
1,44.1,0,44.1,,
2,29.9,0,29.9,,
3,41.5,12.09,29.41,,
4,54.7,25.65,29.05,,
5,35.7,7.17,28.53,,
6,31.1,3.12,27.98,,
7,35,7.51,27.49,,
8,38.4,11.36,27.04,,
9,28,1.49,26.51,,
10,43.5,17.37,26.13,,
11,36.5,10.79,25.71,,
12,42.9,17.55,25.35,,
13,38.8,13.84,24.96,,
14,30.4,5.89,24.51,,
15,23.7,0,23.7,,
16,11,0,11,,
17,21.5,10.63,10.87,,
18,17.9,7.18,10.72,,
19,16.7,6.14,10.56,,
20,14.4,4.02,10.38,,
21,10.6,0.42,10.18,,
22,12.1,2.11,9.99,,
23,6,0,6,,
24,10.8,4.88,5.92,,
25,9.8,3.96,5.84,,
26,22.9,17.03,5.87,,
27,10.7,4.9,5.8,,
28,9.8,4.08,5.72,,
29,9.1,3.47,5.63,,
30,8.05,2.51,5.54,,
1,7,1.55,5.45,,
2,4.2,0,4.2,,
3,8.5,4.35,4.15,,
4,3.8,0,3.8,,
5,5.1,1.36,3.74,,
6,3.5,0,3.5,,
7,3.7,0.27,3.43,,
8,5.1,1.72,3.38,,
9,5.2,1.87,3.33,,
10,4.3,1.03,3.27,,
11,3.7,0.49,3.21,,
12,4.8,1.64,3.16,,
13,4.6,1.49,3.11,,
14,3.3,0.25,3.05,,
15,4.4,1.4,3,,
16,4.2,1.25,2.95,,
17,4,1.1,2.9,,
18,3.8,0.95,2.85,,
19,3.5,0.7,2.8,,
20,3.4,0.65,2.75,,
21,2.3,0,2.3,,
22,3.5,1.24,2.26,,
23,3.3,1.07,2.23,,
24,2.3,0.11,2.19,,
25,3.5,1.35,2.15,,
26,3.2,1.08,2.12,,
27,3.2,1.11,2.09,,
28,2.1,0.05,2.05,,
29,3.4,1.38,2.02,,
30,3.3,1.31,1.99,,
31,2.6,0.65,1.95,,
1,1.7,0,1.7,,
2,2.5,0.83,1.67,,
3,1.6,0,1.6,,
4,1.5,0,1.5,,
5,1.5,0.03,1.47,,
6,1.5,0.06,1.44,,
7,1.4,0,1.4,,
8,1.3,0,1.3,,
9,1.3,0.03,1.27,,
10,1.3,0.05,1.25,,
11,1.1,0,1.1,,
12,1.6,0.52,1.08,,
13,1.6,0.53,1.07,,
14,1.6,0.55,1.05,,
15,1.5,0.47,1.03,,
16,1.1,0.09,1.01,,
17,1.1,0.11,0.99,,
18,1.2,0.22,0.98,,
19,1.2,0.24,0.96,,
20,1.2,0.26,0.94,,
21,1.2,0.28,0.92,,
22,1.2,0.29,0.91,,
23,1.1,0.21,0.89,,
24,1.1,0.22,0.88,,
25,0.8,0,0.8,,
26,1.2,0.41,0.79,,
27,1.2,0.42,0.78,,
28,1.2,0.44,0.76,,
29,1.1,0.35,0.75,,
30,1.2,0.46,0.74,,
1,1,0.27,0.73,,
2,0.9,0.18,0.72,,
3,0.8,0.1,0.7,,
4,1,0.31,0.69,,
5,1,0.32,0.68,,
6,0.9,0.23,0.67,,
7,1.1,0.44,0.66,,
8,1.1,0.45,0.65,,
9,0.9,0.26,0.64,,
10,1,0.37,0.63,,
11,1,0.38,0.62,,
12,1,0.39,0.61,,
13,1,0.4,0.6,,
14,0.9,0.31,0.59,,
15,0.9,0.32,0.58,,
16,0.8,0.23,0.57,,
17,1,0.43,0.57,,
18,1,0.44,0.56,,
19,1,0.45,0.55,,
20,0.9,0.36,0.54,,
21,0.9,0.36,0.54,,
22,0.9,0.37,0.53,,
23,0.7,0.18,0.52,,
24,0.7,0.19,0.51,,
25,0.7,0.2,0.5,,
26,0.9,0.4,0.5,,
27,0.9,0.41,0.49,,
28,0.9,0.42,0.48,,
29,0.9,0.42,0.48,,
30,0.7,0.23,0.47,,
31,0.7,0.24,0.46,,
1,1.1,0.64,0.46,,
2,1.1,0.64,0.46,,
3,3.3,2.83,0.47,,
4,3.5,3.01,0.49,,
5,2.3,1.81,0.49,,
6,2.5,2,0.5,,
7,2.2,1.69,0.51,,
8,2,1.49,0.51,,
9,1.9,1.39,0.51,,
10,1.5,0.99,0.51,,
11,1.6,1.09,0.51,,
12,1.7,1.19,0.51,,
13,7.9,7.34,0.56,,
14,3.6,3.02,0.58,,
15,3.4,2.81,0.59,,
16,3.5,2.89,0.61,,
17,3.6,2.98,0.62,,
18,3.3,2.67,0.63,,
19,2.7,2.06,0.64,,
20,2.5,1.86,0.64,,
21,1.9,1.26,0.64,,
22,2.1,1.46,0.64,,
23,2.1,1.46,0.64,,
24,2.9,2.25,0.65,,
25,2.8,2.15,0.65,,
26,2.3,1.65,0.65,,
27,1.6,0.95,0.65,,
28,1.3,0.66,0.64,,
29,1.1,0.47,0.63,,
30,1.3,0.67,0.63,,
31,3.6,2.96,0.64,,
1,4.8,4.14,0.66,,
2,3,2.33,0.67,,
3,3,2.32,0.68,,
4,2.5,1.82,0.68,,
5,2,1.32,0.68,,
6,1.6,0.93,0.67,,
7,1.6,0.93,0.67,,
8,1.5,0.84,0.66,,
9,1.4,0.75,0.65,,
10,1.3,0.65,0.65,,
11,1.2,0.56,0.64,,
12,1.1,0.47,0.63,,
13,1.1,0.48,0.62,,
14,1.1,0.49,0.61,,
15,1.1,0.49,0.61,,
16,1.1,0.5,0.6,,
17,1,0.41,0.59,,
18,1.1,0.52,0.58,,
19,1.1,0.52,0.58,,
20,1,0.43,0.57,,
21,0.9,0.34,0.56,,
22,0.8,0.25,0.55,,
23,0.8,0.26,0.54,,
24,0.9,0.37,0.53,,
25,0.8,0.27,0.53,,
26,0.8,0.28,0.52,,
27,0.7,0.19,0.51,,
28,0.8,0.3,0.5,,
1,0.8,0.31,0.49,,
2,0.7,0.21,0.49,,
3,0.7,0.22,0.48,,
4,0.7,0.23,0.47,,
5,0.7,0.24,0.46,,
6,0.7,0.24,0.46,,
7,0.7,0.25,0.45,,
8,0.7,0.26,0.44,,
9,0.7,0.26,0.44,,
10,0.6,0.17,0.43,,
11,0.7,0.28,0.42,,
12,0.6,0.18,0.42,,
13,0.6,0.19,0.41,,
14,0.7,0.3,0.4,,
15,0.7,0.3,0.4,,
16,0.7,0.31,0.39,,
17,0.6,0.21,0.39,,
18,0.6,0.22,0.38,,
19,0.6,0.22,0.38,,
20,0.6,0.23,0.37,,
21,0.6,0.24,0.36,,
22,0.6,0.24,0.36,,
23,0.6,0.25,0.35,,
24,0.5,0.15,0.35,,
25,0.6,0.26,0.34,,
26,0.6,0.26,0.34,,
27,0.6,0.27,0.33,,
28,0.6,0.27,0.33,,
29,0.6,0.27,0.33,,
30,0.6,0.28,0.32,,
31,0.5,0.18,0.32,,
1,0.6,0.29,0.31,,
2,0.6,0.29,0.31,,
3,0.5,0.19,0.31,,
4,0.6,0.3,0.3,,
5,0.5,0.2,0.3,,
6,0.6,0.31,0.29,,
7,0.5,0.21,0.29,,
8,0.6,0.31,0.29,,
9,0.6,0.32,0.28,,
10,0.6,0.32,0.28,,
11,0.6,0.32,0.28,,
12,0.6,0.32,0.28,,
13,0.5,0.23,0.27,,
14,0.6,0.33,0.27,,
15,0.6,0.33,0.27,,
16,0.6,0.34,0.26,,
17,0.6,0.34,0.26,,
18,0.6,0.34,0.26,,
19,0.5,0.24,0.26,,
20,0.5,0.25,0.25,,
21,0.5,0.25,0.25,,
22,0.5,0.25,0.25,,
23,0.5,0.25,0.25,,
24,0.5,0.26,0.24,,
25,0.5,0.26,0.24,,
26,0.5,0.26,0.24,,
27,0.5,0.26,0.24,,
28,0.5,0.27,0.23,,
29,0.5,0.27,0.23,,
30,0.6,0.37,0.23,,
1,0.5,0.27,0.23,,
2,0.5,0.27,0.23,,
3,0.5,0.28,0.22,,
4,0.4,0.18,0.22,,
5,0.4,0.18,0.22,,
6,0.5,0.28,0.22,,
7,0.5,0.29,0.21,,
8,0.5,0.29,0.21,,
9,0.5,0.29,0.21,,
10,0.5,0.29,0.21,,
11,0.5,0.29,0.21,,
12,0.5,0.29,0.21,,
13,0.5,0.3,0.2,,
14,0.5,0.3,0.2,,
15,0.5,0.3,0.2,,
16,0.5,0.3,0.2,,
17,0.5,0.3,0.2,,
18,0.5,0.3,0.2,,
19,0.6,0.4,0.2,,
20,0.5,0.3,0.2,,
21,0.5,0.31,0.19,,
22,0.5,0.31,0.19,,
23,0.5,0.31,0.19,,
24,0.5,0.31,0.19,,
25,0.5,0.31,0.19,,
26,0.4,0.21,0.19,,
27,0.5,0.31,0.19,,
28,0.5,0.31,0.19,,
29,0.5,0.32,0.18,,
30,0.4,0.22,0.18,,
31,0.4,0.22,0.18,,
1,0.5,0.32,0.18,,
2,0.6,0.42,0.18,,
3,0.5,0.32,0.18,,
4,0.5,0.32,0.18,,
5,0.5,0.32,0.18,,
6,0.5,0.32,0.18,,
7,0.5,0.32,0.18,,
8,0.5,0.32,0.18,,
9,0.2,0.03,0.17,,
10,0.4,0.23,0.17,,
11,1.2,1.02,0.18,,
12,0.8,0.62,0.18,,
13,0.7,0.52,0.18,,
14,0.8,0.62,0.18,,
15,0.7,0.52,0.18,,
16,0.7,0.52,0.18,,
17,0.7,0.52,0.18,,
18,0.6,0.42,0.18,,
19,0.5,0.32,0.18,,
20,0.5,0.32,0.18,,
21,0.5,0.32,0.18,,
22,1.2,1.01,0.19,,
23,0.7,0.51,0.19,,
24,0.6,0.41,0.19,,
25,0.6,0.41,0.19,,
26,0.5,0.31,0.19,,
27,0.5,0.31,0.19,,
28,159.4,157.83,1.57,,
29,18.8,17.11,1.69,,
30,3.7,2.03,1.67,,
1,3.7,2.05,1.65,,
2,3,1.37,1.63,,
3,2,0.4,1.6,,
4,1.6,0.03,1.57,,
5,1.2,0,1.2,,
6,1.4,0.22,1.18,,
7,1.5,0.34,1.16,,
8,1.4,0.26,1.14,,
9,1.5,0.38,1.12,,
10,1.4,0.3,1.1,,
11,1.1,0.02,1.08,,
12,1.4,0.34,1.06,,
13,4,2.94,1.06,,
14,3.2,2.14,1.06,,
15,3.8,2.74,1.06,,
16,64.3,62.71,1.59,,
17,141.3,138.52,2.78,,
18,75.1,71.75,3.35,,
19,39.1,35.51,3.59,,
20,15.6,11.97,3.63,,
21,8.2,4.6,3.6,,
22,51.3,47.36,3.94,,
23,22.7,18.68,4.02,,
24,25.8,21.67,4.13,,
25,91.1,86.29,4.81,,
26,134.8,128.96,5.84,,
27,237.4,229.66,7.74,,
28,39.2,31.34,7.86,,
29,34.8,26.86,7.94,,
30,32.7,24.7,8,,
31,122.3,113.46,8.84,,
1,116.8,107.2,9.6,,
2,75.5,65.52,9.98,,
3,180.9,169.63,11.27,,
4,68.5,56.95,11.55,,
5,45.8,34.18,11.62,,
6,34.9,23.31,11.59,,
7,36.5,24.93,11.57,,
8,1230.7,1208.75,21.95,,
9,300.2,276.26,23.94,,
10,130.2,105.81,24.39,,
11,89.5,65.03,24.47,,
12,83.4,58.9,24.5,,
13,83.7,59.17,24.53,,
14,46.9,22.66,24.24,,
15,26.8,3.02,23.78,,
16,37.2,13.78,23.42,,
17,2150,2108.54,41.46,,
18,294,251.16,42.84,,
19,116.9,74.27,42.63,,
20,83,40.86,42.14,,
21,115.9,73.96,41.94,,
22,65.6,24.28,41.32,,
23,49.4,8.83,40.57,,
24,49.2,9.36,39.84,,
25,27.1,0,27.1,,
26,33.7,7.08,26.62,,
27,18,0,18,,
28,21.8,4.12,17.68,,
29,19.3,1.96,17.34,,
30,19.9,2.88,17.02,,
31,18,1.31,16.69,,
1,17,0.64,16.36,,
2,20.4,4.33,16.07,,
3,25.8,9.96,15.84,,
4,17.9,2.36,15.54,,
5,16.1,0.86,15.24,,
6,13.1,0,13.1,,
7,9.2,0,9.2,,
8,8,0,8,,
9,10.1,2.24,7.86,,
10,9.6,1.88,7.72,,
11,8.8,1.22,7.58,,
12,39.4,31.7,7.7,,
13,17.1,9.47,7.63,,
14,15,7.46,7.54,,
15,12.4,4.96,7.44,,
16,11.5,4.18,7.32,,
17,10.8,3.59,7.21,,
18,8.8,1.72,7.08,,
19,8,1.05,6.95,,
20,6.9,0.09,6.81,,
21,17.3,10.53,6.77,,
22,148,140.14,7.86,,
23,58.5,50.35,8.15,,
24,33.5,25.3,8.2,,
25,28.1,19.88,8.22,,
26,17.3,9.17,8.13,,
27,17.4,9.35,8.05,,
28,15,7.05,7.95,,
29,10,2.19,7.81,,
30,12.2,4.5,7.7,,
1,9.1,1.55,7.55,,
2,10,2.57,7.43,,
3,13.8,6.47,7.33,,
4,21.8,14.49,7.31,,
5,20.2,12.92,7.28,,
6,10.5,3.33,7.17,,
7,52.7,45.28,7.42,,
8,30,22.53,7.47,,
9,28.5,21,7.5,,
10,20.9,13.43,7.47,,
11,61.5,53.71,7.79,,
12,30,22.17,7.83,,
13,41,33.03,7.97,,
14,37.6,29.53,8.07,,
15,28.4,20.32,8.08,,
16,20.2,12.17,8.03,,
17,18.7,10.74,7.96,,
18,16.4,8.52,7.88,,
19,15,7.22,7.78,,
20,12.4,4.73,7.67,,
21,11,3.45,7.55,,
22,10.3,2.88,7.42,,
23,9.8,2.51,7.29,,
24,11.2,4.02,7.18,,
25,9.5,2.44,7.06,,
26,10.8,3.85,6.95,,
27,9.4,2.56,6.84,,
28,8.1,1.39,6.71,,
29,8,1.41,6.59,,
30,7.9,1.43,6.47,,
31,8.5,2.14,6.36,,
1,6.5,0.26,6.24,,
2,6,0,6,,
3,6,0.12,5.88,,
4,5.9,0.14,5.76,,
5,5.8,0.15,5.65,,
6,5.2,0,5.2,,
7,5.8,0.7,5.1,,
8,4.7,0,4.7,,
9,4.4,0,4.4,,
10,6.4,2.07,4.33,,
11,3.5,0,3.5,,
12,5.8,2.35,3.45,,
13,3,0,3,,
14,2.8,0,2.8,,
15,2.7,0,2.7,,
16,2.6,0,2.6,,
17,2.2,0,2.2,,
18,3.2,1.03,2.17,,
19,2.7,0.57,2.13,,
20,2.6,0.51,2.09,,
21,2.6,0.55,2.05,,
22,2.6,0.58,2.02,,
23,2.1,0.12,1.98,,
24,3.9,1.95,1.95,,
25,1.9,0,1.9,,
26,1.8,0,1.8,,
27,3.9,2.12,1.78,,
28,3.8,2.04,1.76,,
29,3.8,2.05,1.75,,
30,3.8,2.07,1.73,,
1,2.3,0.6,1.7,,
2,2.2,0.53,1.67,,
3,2.2,0.56,1.64,,
4,2.1,0.49,1.61,,
5,2.2,0.61,1.59,,
6,2.1,0.54,1.56,,
7,1.9,0.37,1.53,,
8,1.9,0.39,1.51,,
9,1.6,0.12,1.48,,
10,1.9,0.45,1.45,,
11,1.8,0.37,1.43,,
12,1.4,0,1.4,,
13,1.5,0.13,1.37,,
14,1.9,0.55,1.35,,
15,1.8,0.48,1.32,,
16,2,0.7,1.3,,
17,1.9,0.62,1.28,,
18,1.5,0.24,1.26,,
19,1.5,0.26,1.24,,
20,1.4,0.19,1.21,,
21,1.8,0.6,1.2,,
22,1.8,0.62,1.18,,
23,1.8,0.64,1.16,,
24,1.8,0.66,1.14,,
25,1.8,0.68,1.12,,
26,1.3,0.2,1.1,,
27,1.8,0.71,1.09,,
28,1.8,0.73,1.07,,
29,1.8,0.74,1.06,,
30,1.3,0.26,1.04,,
31,1.2,0.18,1.02,,
1,1.5,0.5,1,,
2,1.5,0.51,0.99,,
3,1.5,0.53,0.97,,
4,1.5,0.54,0.96,,
5,1.5,0.56,0.94,,
6,1.4,0.47,0.93,,
7,1.4,0.49,0.91,,
8,1.1,0.2,0.9,,
9,1.1,0.22,0.88,,
10,1.1,0.23,0.87,,
11,1.4,0.55,0.85,,
12,1.4,0.56,0.84,,
13,1.1,0.27,0.83,,
14,1.4,0.58,0.82,,
15,1,0.2,0.8,,
16,1,0.21,0.79,,
17,1.1,0.33,0.77,,
18,1.1,0.34,0.76,,
19,1.3,0.55,0.75,,
20,1.4,0.66,0.74,,
21,1.5,0.77,0.73,,
22,1,0.28,0.72,,
23,1.8,1.08,0.72,,
24,1,0.29,0.71,,
25,1,0.31,0.69,,
26,1.8,1.11,0.69,,
27,1.8,1.11,0.69,,
28,1.8,1.12,0.68,,
29,1,0.33,0.67,,
30,1,0.34,0.66,,
31,1,0.35,0.65,,
1,1,0.36,0.64,,
2,1.8,1.16,0.64,,
3,1.1,0.47,0.63,,
4,1,0.38,0.62,,
5,1,0.39,0.61,,
6,1,0.4,0.6,,
7,1,0.41,0.59,,
8,1.1,0.51,0.59,,
9,1.3,0.72,0.58,,
10,16.8,16.09,0.71,,
11,14.4,13.58,0.82,,
12,37.6,36.48,1.12,,
13,13.5,12.29,1.21,,
14,27,25.59,1.41,,
15,13.5,12.02,1.48,,
16,6.3,4.8,1.5,,
17,4.5,3.01,1.49,,
18,2.9,1.43,1.47,,
19,2.7,1.24,1.46,,
20,2.3,0.87,1.43,,
21,2.3,0.89,1.41,,
22,2.3,0.91,1.39,,
23,2.2,0.83,1.37,,
24,2.1,0.75,1.35,,
25,2,0.67,1.33,,
26,2,0.69,1.31,,
27,2.1,0.81,1.29,,
28,2.1,0.83,1.27,,
1,9.9,8.58,1.32,,
2,21.4,19.93,1.47,,
3,17.5,15.92,1.58,,
4,9.4,7.78,1.62,,
5,5.3,3.68,1.62,,
6,4,2.39,1.61,,
7,3.8,2.21,1.59,,
8,3.5,1.92,1.58,,
9,7.2,5.6,1.6,,
10,4.4,2.81,1.59,,
11,3.7,2.12,1.58,,
12,4.3,2.73,1.57,,
13,3.9,2.34,1.56,,
14,3.2,1.66,1.54,,
15,3,1.48,1.52,,
16,2.2,0.7,1.5,,
17,1.9,0.43,1.47,,
18,1.9,0.45,1.45,,
19,1.7,0.28,1.42,,
20,1.5,0.11,1.39,,
21,1.5,0.13,1.37,,
22,1.4,0.06,1.34,,
23,1.3,0,1.3,,
24,1,0,1,,
25,1.3,0.32,0.98,,
26,1.3,0.33,0.97,,
27,1,0.05,0.95,,
28,1,0.07,0.93,,
29,0.9,0,0.9,,
30,1,0.12,0.88,,
31,0.8,0,0.8,,
1,0.9,0.11,0.79,,
2,0.8,0.03,0.77,,
3,0.8,0.05,0.75,,
4,0.8,0.06,0.74,,
5,0.8,0.07,0.73,,
6,0.7,0,0.7,,
7,0.7,0.01,0.69,,
8,0.7,0.03,0.67,,
9,0.7,0.04,0.66,,
10,0.6,0,0.6,,
11,0.6,0.01,0.59,,
12,0.7,0.12,0.58,,
13,0.8,0.23,0.57,,
14,0.7,0.14,0.56,,
15,0.7,0.15,0.55,,
16,0.7,0.16,0.54,,
17,0.6,0.07,0.53,,
18,0.6,0.08,0.52,,
19,0.6,0.09,0.51,,
20,0.6,0.1,0.5,,
21,0.5,0.01,0.49,,
22,0.6,0.12,0.48,,
23,0.5,0.03,0.47,,
24,0.5,0.04,0.46,,
25,0.5,0.05,0.45,,
26,0.5,0.05,0.45,,
27,0.5,0.06,0.44,,
28,0.4,0,0.4,,
29,0.4,0.01,0.39,,
30,0.4,0.02,0.38,,
1,0.4,0.02,0.38,,
2,0.4,0.03,0.37,,
3,0.4,0.04,0.36,,
4,0.5,0.14,0.36,,
5,0.4,0.05,0.35,,
6,0.4,0.06,0.34,,
7,0.4,0.06,0.34,,
8,0.4,0.07,0.33,,
9,0.5,0.17,0.33,,
10,0.5,0.18,0.32,,
11,0.3,0,0.3,,
12,0.4,0.11,0.29,,
13,0.4,0.11,0.29,,
14,0.4,0.11,0.29,,
15,0.4,0.12,0.28,,
16,0.4,0.12,0.28,,
17,0.4,0.13,0.27,,
18,0.3,0.03,0.27,,
19,0.4,0.14,0.26,,
20,0.4,0.14,0.26,,
21,0.4,0.15,0.25,,
22,0.4,0.15,0.25,,
23,0.2,0,0.2,,
24,0.4,0.2,0.2,,
25,0.2,0.01,0.19,,
26,0.4,0.21,0.19,,
27,0.4,0.21,0.19,,
28,0.4,0.21,0.19,,
29,0.4,0.21,0.19,,
30,0.4,0.22,0.18,,
31,0.4,0.22,0.18,,
1,0.4,0.22,0.18,,
2,0.4,0.22,0.18,,
3,0.4,0.22,0.18,,
4,0.4,0.22,0.18,,
5,0.4,0.23,0.17,,
6,0.4,0.23,0.17,,
7,0.4,0.23,0.17,,
8,0.4,0.23,0.17,,
9,0.4,0.23,0.17,,
10,0.4,0.23,0.17,,
11,0.4,0.23,0.17,,
12,0.4,0.24,0.16,,
13,0.4,0.24,0.16,,
14,0.4,0.24,0.16,,
15,0.4,0.24,0.16,,
16,0.4,0.24,0.16,,
17,0.4,0.24,0.16,,
18,0.4,0.24,0.16,,
19,12,11.74,0.26,,
20,12,11.65,0.35,,
21,0.02,0,0.02,,
22,34,33.68,0.32,,
23,144,142.44,1.56,,
24,50,48.05,1.95,,
25,33.8,31.61,2.19,,
26,13.7,11.46,2.24,,
27,7.7,5.45,2.25,,
28,6,3.76,2.24,,
29,6,3.78,2.22,,
30,4.2,2,2.2,,
1,3.1,0.94,2.16,,
2,2.1,0,2.1,,
3,1.8,0,1.8,,
4,1.3,0,1.3,,
5,1.3,0.03,1.27,,
6,1.3,0.05,1.25,,
7,1.3,0.08,1.22,,
8,3,1.78,1.22,,
9,6.9,5.66,1.24,,
10,13.7,12.37,1.33,,
11,11.5,10.11,1.39,,
12,7.2,5.79,1.41,,
13,7.1,5.67,1.43,,
14,14.2,12.69,1.51,,
15,63.5,61.48,2.02,,
16,77,74.36,2.64,,
17,31,28.17,2.83,,
18,227.2,222.47,4.73,,
19,67,61.83,5.17,,
20,28,22.73,5.27,,
21,20,14.71,5.29,,
22,70,64.25,5.75,,
23,1045,1030.32,14.68,,
24,372,354.5,17.5,,
25,231,211.99,19.01,,
26,106,86.61,19.39,,
27,148,127.88,20.12,,
28,78.3,58.07,20.23,,
29,66.6,46.37,20.23,,
30,48,27.93,20.07,,
31,45.2,25.31,19.89,,
1,122,101.61,20.39,,
2,75.2,54.74,20.46,,
3,42.5,22.25,20.25,,
4,28.9,8.98,19.92,,
5,229,207.65,21.35,,
6,230,207.26,22.74,,
7,96.4,73.47,22.93,,
8,70.3,47.41,22.89,,
9,55.1,32.39,22.71,,
10,86,63.19,22.81,,
11,71.2,48.42,22.78,,
12,48.9,26.34,22.56,,
13,51,28.64,22.36,,
14,1245,1212.45,32.55,,
15,4.85,0,4.85,,
16,236,229.24,6.76,,
17,136,128.24,7.76,,
18,94.3,85.95,8.35,,
19,74.2,65.44,8.76,,
20,68.6,59.49,9.11,,
21,61.9,52.51,9.39,,
22,54.4,44.81,9.59,,
23,43.2,33.5,9.7,,
24,30,20.32,9.68,,
25,27.6,17.96,9.64,,
26,25.4,15.81,9.59,,
27,22,12.49,9.51,,
28,16.1,6.72,9.38,,
29,15.2,5.96,9.24,,
30,14.5,5.4,9.1,,
31,16,7.02,8.98,,
1,11.9,3.07,8.83,,
2,11.8,3.12,8.68,,
3,11.5,2.97,8.53,,
4,9.4,1.03,8.37,,
5,8.2,0,8.2,,
6,8.1,0.06,8.04,,
7,8,0.12,7.88,,
8,8.4,0.67,7.73,,
9,8.1,0.52,7.58,,
10,11.7,4.24,7.46,,
11,8.5,1.18,7.32,,
12,21.1,13.8,7.3,,
13,10.2,3.02,7.18,,
14,10.2,3.14,7.06,,
15,10,3.05,6.95,,
16,8.2,1.38,6.82,,
17,8.7,2,6.7,,
18,7.4,0.83,6.57,,
